"vimeo_id","title","description","thumbnail_url","duration","created","vimeo_url"
"1173730676","Workflow Management - ePOD",,"https://i.vimeocdn.com/video/2134132173-c4e01adec52967ef096d33201c8ef747f9685f282021903ad3e803bddb8e7251-d_1920x1080?&r=pad&region=us","197","2026-03-15T12:14:16+00:00","https://vimeo.com/1173730676"
"1173730662","Workflow Management - Creating Order Schedules",,"https://i.vimeocdn.com/video/2134131985-5119744fe2bb270a1092d56159e606bb8a1e4f2c66928e48d59f142c0731017f-d_1920x1080?&r=pad&region=us","214","2026-03-15T12:14:07+00:00","https://vimeo.com/1173730662"
"1173730642","Workflow Management - Basic Orders",,"https://i.vimeocdn.com/video/2134132339-a0c4f7a97e330bf903195c22b4dedd0533618af1dc89a3135d618b440356ea83-d_1920x1080?&r=pad&region=us","247","2026-03-15T12:14:00+00:00","https://vimeo.com/1173730642"
"1173730596","Work App product showcase",,"https://i.vimeocdn.com/video/2134132768-e9dc354e65beee1a8f5a35c1af8b5e2628480a1926b9559dab8dc99111025df9-d_1920x1080?&r=pad&region=us","1187","2026-03-15T12:13:39+00:00","https://vimeo.com/1173730596"
"1173730565","Webfleet video telematicsï¼ Boost fleet safety with AI-powered cameras",,"https://i.vimeocdn.com/video/2134132965-d359db3939e94187bdafbadb5e1e3bb08151f8c8541f2b35be037f58b07f63b3-d_1920x1080?&r=pad&region=us","151","2026-03-15T12:13:23+00:00","https://vimeo.com/1173730565"
"1173730542","Intelligent fleet protection through video telematics",,"https://i.vimeocdn.com/video/2134132433-1819f0a54792a28448a1cebb62615cd314bdaeb9160bc247ad22c9d0f5c200d6-d_1920x1080?&r=pad&region=us","121","2026-03-15T12:13:12+00:00","https://vimeo.com/1173730542"
"1173730518","Webfleet Tyre Pressure Monitoring System (TPMS)  - Installation overview",,"https://i.vimeocdn.com/video/2134132845-f2d7b113c2aae2406bf4820582b0fca584b57a250147e61033c040b8f774cbf4-d_1920x1080?&r=pad&region=us","362","2026-03-15T12:12:57+00:00","https://vimeo.com/1173730518"
"1173730503","Webfleet Reports",,"https://i.vimeocdn.com/video/2134132630-4a9885e3c9c7d83f59dc7ff552c58eee0cb34f6707c3676c2f9af4ff74ce5c6b-d_1920x1080?&r=pad&region=us","344","2026-03-15T12:12:50+00:00","https://vimeo.com/1173730503"
"1173730487","Webfleet Overview",,"https://i.vimeocdn.com/video/2134135387-a9c81c365634f5fa0f009aabca55ba1927f790c5b15f60cce48bf1e0c29dadda-d_1920x1080?&r=pad&region=us","382","2026-03-15T12:12:40+00:00","https://vimeo.com/1173730487"
"1173730409","Webfleet digital logbook for business mileage claims_final",,"https://i.vimeocdn.com/video/2134130911-befc8daa3b223a8d6a6b09d86c29abfd3bec752e4c5f5bba9cd08f11b92f9278-d_1920x1080?&r=pad&region=us","177","2026-03-15T12:12:01+00:00","https://vimeo.com/1173730409"
"1173730347","Webfleet Australiaï¼ Superior Traffic Management Improves Fleet Efficiency and Safety",,"https://i.vimeocdn.com/video/2134133416-1b77b61d414312dd64c76cdbe5464ab11f8fd10946e96ef284e736ab91f8101e-d_1920x1080?&r=pad&region=us","262","2026-03-15T12:11:36+00:00","https://vimeo.com/1173730347"
"1173730314","Vehicle Tracking",,"https://i.vimeocdn.com/video/2134138550-7001fd2afa257e6f441684d1c55a43a3e3a53e8273fa4e7221dd740cd46a55b6-d_1920x1080?&r=pad&region=us","315","2026-03-15T12:11:21+00:00","https://vimeo.com/1173730314"
"1173730299","The Webfleet Partner Ecosystem",,"https://i.vimeocdn.com/video/2134134624-3adac81064fd6d600db0a454f0b76579f815ca3e8073de08cd9e3b34eac4001b-d_1920x1080?&r=pad&region=us","130","2026-03-15T12:11:13+00:00","https://vimeo.com/1173730299"
"1173730286","The Dashboard",,"https://i.vimeocdn.com/video/2134134911-a5c34f227220f4f469e728be81745c971b038aa3d9e2493a7b0fa07050b33fe3-d_1920x1080?&r=pad&region=us","316","2026-03-15T12:11:05+00:00","https://vimeo.com/1173730286"
"1173730264","Streamline your mobile workforce with the Webfleet Work App",,"https://i.vimeocdn.com/video/2134134209-62d3135a5523326e5defc4bb4ed473ed3da1b776470878f92c294f2b7395c238-d_1920x1080?&r=pad&region=us","127","2026-03-15T12:10:56+00:00","https://vimeo.com/1173730264"
"1173730244","Speed Configuration",,"https://i.vimeocdn.com/video/2134139062-dc2df07e5929a77535479cf1ffdf9d73e253a8218ab8434e1b1508c595cb6bd5-d_1920x1080?&r=pad&region=us","454","2026-03-15T12:10:46+00:00","https://vimeo.com/1173730244"
"1173730236","Service Module Introduction",,"https://i.vimeocdn.com/video/2134135067-d3182f696ab088ad6690d3ffa86c09d0f06618c0c12d5d74e7d7144a00ca78e6-d_1920x1080?&r=pad&region=us","215","2026-03-15T12:10:40+00:00","https://vimeo.com/1173730236"
"1173730225","Service Module Advanced",,"https://i.vimeocdn.com/video/2134133580-0a0048cb5da9496988ce7f58c7b94c4c8be6a93b2518c630b72239b57e2e0675-d_1920x1080?&r=pad&region=us","236","2026-03-15T12:10:32+00:00","https://vimeo.com/1173730225"
"1173730206","Self-Service Administration",,"https://i.vimeocdn.com/video/2134135754-d843bf2ee8f3bc23ab8c39ad75601b4d13836556c4de3f1b84b975f92851367d-d_1920x1080?&r=pad&region=us","439","2026-03-15T12:10:23+00:00","https://vimeo.com/1173730206"
"1173730176","Safer Fleetsï¼ Track and Trace in COVID 19",,"https://i.vimeocdn.com/video/2134137731-8e27533a8c22c5b4a7a42d37355eb0a59c0a201c2752fbcdc9b3d36a0d7e15fc-d_1920x1080?&r=pad&region=us","235","2026-03-15T12:10:10+00:00","https://vimeo.com/1173730176"
"1173730147","Safer Fleetsï¼ Track and Trace in COVID 19 hotspot areas ï½ Webfleet Solutions [AUâ§¸NZ]",,"https://i.vimeocdn.com/video/2134129870-681de1dcd2f0273567971ca21861721a3406f735eb66b1ad0dcea94a297b3fa7-d_1920x1080?&r=pad&region=us","224","2026-03-15T12:09:59+00:00","https://vimeo.com/1173730147"
"1173730082","Revolutionising Field Service Operationsï¼ Digital Fleet Management",,"https://i.vimeocdn.com/video/2134134792-35fb5ddb08f19d369e0cf3f22f9c5930ebf6f05c5fe805616fccbd3c2a0c8374-d_1920x1080?&r=pad&region=us","2879","2026-03-15T12:09:36+00:00","https://vimeo.com/1173730082"
"1173730030","Revolutionising Field Service Operationsï¼ Digital Fleet Management with Webfleet & Fast Lean Smart",,"https://i.vimeocdn.com/video/2134129778-7c9e4bf58042e1339e438eae650fddf183a43279ef7f53270a41dee1d3695908-d_1920x1080?&r=pad&region=us","2868","2026-03-15T12:09:12+00:00","https://vimeo.com/1173730030"
"1173730015","Product Dive ï½ Webfleet Smart Notifications â A Quick 2-Minute Overview",,"https://i.vimeocdn.com/video/2134133666-4b3cbe68276c89e67798d33c426f8c0c32604f9e1dc402a20207e964587daab9-d_1920x1080?&r=pad&region=us","114","2026-03-15T12:09:06+00:00","https://vimeo.com/1173730015"
"1173729994","Product Dive ï½ Smarter EV Fleet Management with Webfleet",,"https://i.vimeocdn.com/video/2134133934-c4301b943986b820196a6dc160e561ee4d717cdf302146272d6c45f4d2760bee-d_1920x1080?&r=pad&region=us","136","2026-03-15T12:08:56+00:00","https://vimeo.com/1173729994"
"1173729970","Product Dive ï½ See the Full Picture with Webfleet Video Telematics_final",,"https://i.vimeocdn.com/video/2134130123-9b1e9165860282815b69b81bda43cf1dd5d05f96abf4689f3f5e3355437eb030-d_1920x1080?&r=pad&region=us","193","2026-03-15T12:08:48+00:00","https://vimeo.com/1173729970"
"1173729958","Product Dive ï½ Plan Your EV Switch with Webfleet EV Transition Tool_final",,"https://i.vimeocdn.com/video/2134129938-d2d90d1245b8b17b123c979e03fd958a028837e0877af9e8a998b15dc2daaefa-d_1920x1080?&r=pad&region=us","159","2026-03-15T12:08:41+00:00","https://vimeo.com/1173729958"
"1173729943","Product Dive ï½ Monitor Fuel Use with Webfleet Fuel Monitoring",,"https://i.vimeocdn.com/video/2134134041-42acb4942561ca3c92365038493266846deb806501790d5cef82b8ba8322c66a-d_1920x1080?&r=pad&region=us","143","2026-03-15T12:08:33+00:00","https://vimeo.com/1173729943"
"1173729921","Product Dive ï½ Empower Your Drivers with Webfleet AI Fleet Advisorl",,"https://i.vimeocdn.com/video/2134133785-7dc44a62aadce53cfcc54ff7d5b8f7deb2719885604a80a62556d5ed9d538d18-d_1920x1080?&r=pad&region=us","150","2026-03-15T12:08:23+00:00","https://vimeo.com/1173729921"
"1173729898","Product Dive ï½ Drive Smarter with Webfleet OptiDrive 360_final",,"https://i.vimeocdn.com/video/2134129773-4f45f465ac89a7d9232fad3e0d1b4d2578b12a42edb9887fa554d8f2bc0343c2-d_1920x1080?&r=pad&region=us","149","2026-03-15T12:08:16+00:00","https://vimeo.com/1173729898"
"1173729852","Otidrive 360 Driver Ter5minal",,"https://i.vimeocdn.com/video/2134130262-8c1aea4854ca6ecc7df50fe60ddc791acfc7f155f86ed7d8ddec60d8d03c771a-d_1920x1080?&r=pad&region=us","317","2026-03-15T12:07:56+00:00","https://vimeo.com/1173729852"
"1173729814","Optidrive 360",,"https://i.vimeocdn.com/video/2134135183-c84339f1c7e6cfb167edcbb4692edad123efcebebcf6f9dd981c13d05dec126a-d_1920x1080?&r=pad&region=us","417","2026-03-15T12:07:46+00:00","https://vimeo.com/1173729814"
"1173729797","WEBFLEET ï½Connected Car",,"https://i.vimeocdn.com/video/2134134371-ce5ee5883461f8ba06c6485d1a23433be1a0adf33af1a58e9395d61171e150ae-d_1920x1080?&r=pad&region=us","91","2026-03-15T12:07:38+00:00","https://vimeo.com/1173729797"
"1173729756","logbook",,"https://i.vimeocdn.com/video/2134138907-3d271bed780a96ca083f763c6caf1adf56e09f9b55a375a413c907d097f3a99b-d_1920x1080?&r=pad&region=us","99","2026-03-15T12:07:16+00:00","https://vimeo.com/1173729756"
"1173729717","How to add EVs to your commercial fleet ï½ Fleet Technology",,"https://i.vimeocdn.com/video/2134129604-32ef52c8250330a068472929af02c7d11ee27ceb7db426d38f3d7a9f76f32b11-d_1920x1080?&r=pad&region=us","478","2026-03-15T12:06:57+00:00","https://vimeo.com/1173729717"
"1173729703","Highlightï¼ How to add EVs to your commercial fleet",,"https://i.vimeocdn.com/video/2134138416-830c907ffe715970cd1e0b08d6c6d3efdaf443af84f5a470e0783726dd6249df-d_1920x1080?&r=pad&region=us","478","2026-03-15T12:06:50+00:00","https://vimeo.com/1173729703"
"1173729661","Heavy Commercial Vehicle (HCVâ§¸HGV) fleet management",,"https://i.vimeocdn.com/video/2134138234-20bf6f6d32d07bdcb86afdb82a74ba0ce5b990457b74147acc54374e8eb4bff0-d_1920x1080?&r=pad&region=us","179","2026-03-15T12:06:33+00:00","https://vimeo.com/1173729661"
"1173729624","Green & Safe driving",,"https://i.vimeocdn.com/video/2134136403-1840840a57fd879456289f03948f17486c22a43f765363ba13d62c607a27d19b-d_1920x1080?&r=pad&region=us","506","2026-03-15T12:06:20+00:00","https://vimeo.com/1173729624"
"1173729596","Fleet Optimisation",,"https://i.vimeocdn.com/video/2134129212-a4d70feaa710b918778f2c8de9aa0071059d419ea556ab13558ca3e39a2a5a7a-d_1920x1080?&r=pad&region=us","315","2026-03-15T12:06:08+00:00","https://vimeo.com/1173729596"
"1173729574","EV Management",,"https://i.vimeocdn.com/video/2134135525-c2a20dcfa394821855f9828c3661cff2b922fdcf02f037f91158d809f5c31903-d_1920x1080?&r=pad&region=us","424","2026-03-15T12:05:57+00:00","https://vimeo.com/1173729574"
"1173729555","Easy Trip administration with digital mileage Log book",,"https://i.vimeocdn.com/video/2134137489-f091743abc36dbf0adccc957ae62dca977ce2172631140171da550476d30a27a-d_1920x1080?&r=pad&region=us","99","2026-03-15T12:05:49+00:00","https://vimeo.com/1173729555"
"1173729543","Driver Terminal Configuration",,"https://i.vimeocdn.com/video/2134136926-d14ba03b841d83fe0a53e31ba4d1adb726cd1f6b51a3295000a0a2eab42c9aac-d_1920x1080?&r=pad&region=us","312","2026-03-15T12:05:42+00:00","https://vimeo.com/1173729543"
"1173729513","Device Configuration",,"https://i.vimeocdn.com/video/2134136763-5580b92ca3e26d69eb192a60a20de0470ce8b28cc8faad99b2884d50945d2e4b-d_1920x1080?&r=pad&region=us","298","2026-03-15T12:05:29+00:00","https://vimeo.com/1173729513"
"1173729498","Day in the life of an electric van driver. Are you a Kevin or a Kay?",,"https://i.vimeocdn.com/video/2134137300-5a39c939b7990c1c515faaab493d31df34423f7a7d1bc70ec0fc8cfbecd9dc3e-d_1920x1080?&r=pad&region=us","121","2026-03-15T12:05:21+00:00","https://vimeo.com/1173729498"
"1173729482","Day in the life of a van driver. Are you a Kevin or Kayï¼_final",,"https://i.vimeocdn.com/video/2134129051-0c74c802bcbbbd4ab1e7d96e96a37062ea35d29bfa8cc2b239e38bda2cfe2fc3-d_1920x1080?&r=pad&region=us","161","2026-03-15T12:05:14+00:00","https://vimeo.com/1173729482"
"1173729464","Creating Reports",,"https://i.vimeocdn.com/video/2134136005-43bcb59a1c1fd0f2caab86edb552ecc0b798c765bff05a97d8ac50c828bda165-d_1920x1080?&r=pad&region=us","507","2026-03-15T12:05:04+00:00","https://vimeo.com/1173729464"
"1173729440","Creating Areas",,"https://i.vimeocdn.com/video/2134137045-a59b162c3c83001b4b4eb7b729853893ed3a121d62e074a0fc95544e927a70cf-d_1920x1080?&r=pad&region=us","323","2026-03-15T12:04:53+00:00","https://vimeo.com/1173729440"
"1173729413","Could you be working Better Together with your drivers?",,"https://i.vimeocdn.com/video/2134137855-63868067ad83003de9b2366e2a2b5510978259b462685d7518da876bdaa9fcca-d_1920x1080?&r=pad&region=us","72","2026-03-15T12:04:44+00:00","https://vimeo.com/1173729413"
"1173729394","Configuring Work App",,"https://i.vimeocdn.com/video/2134136555-e446cbde80d72331e99a389e02951691876bca2af624a4d0e125cff8e6c8e3bc-d_1920x1080?&r=pad&region=us","648","2026-03-15T12:04:36+00:00","https://vimeo.com/1173729394"
"1173729375","Cold Chain ï¼ How WEBFLEET connect delivers integrated solutions for the cold chain industry_final",,"https://i.vimeocdn.com/video/2134129282-f2c774fc88e20ccd1d8605c6f4be0d02e9374bf173bc90ee3e740319c31c3f77-d_1920x1080?&r=pad&region=us","44","2026-03-15T12:04:29+00:00","https://vimeo.com/1173729375"
"1173729339","CO2 Emmissions Reporting",,"https://i.vimeocdn.com/video/2134135649-fa34cb5de57d44fcac8df256baa3ed093a26d781a1f2a249a9dd7305d5a56c12-d_1920x1080?&r=pad&region=us","447","2026-03-15T12:04:15+00:00","https://vimeo.com/1173729339"
"1173729315","Asset Tracking",,"https://i.vimeocdn.com/video/2134129106-1526c8cd5610acf26499919bf3c088942a8cfcf58cfc7d703512fcd584d8c7fe-d_1920x1080?&r=pad&region=us","469","2026-03-15T12:04:05+00:00","https://vimeo.com/1173729315"
"1173729293","Advanced Reporting",,"https://i.vimeocdn.com/video/2134136245-be12e33595c92e54c3c9f23dad01f5aca124f516d10d6a475ef0fa2382a60a3b-d_1920x1080?&r=pad&region=us","388","2026-03-15T12:03:55+00:00","https://vimeo.com/1173729293"
"1173729259","Adding Users",,"https://i.vimeocdn.com/video/2134135893-d4ae94707a8bbc3b4f53a46a1fca3618f6fd67ef5739db7f72be2422203c7884-d_1920x1080?&r=pad&region=us","316","2026-03-15T12:03:39+00:00","https://vimeo.com/1173729259"
"1173729223","25 years of Webfleet!",,"https://i.vimeocdn.com/video/2134137582-07aa6f0e3f208f59b062cdb43a526c53936cf3e8abcf17f0ae5d0b9c98341e19-d_1920x1080?&r=pad&region=us","158","2026-03-15T12:03:25+00:00","https://vimeo.com/1173729223"
"1173729174","Market-leading fleet management system",,"https://i.vimeocdn.com/video/2134139238-01366a1628aac8632233d9c9b5d4e8a93238cf64e93a0f727ee72384caee3f5f-d_1920x1080?&r=pad&region=us","350","2026-03-15T12:02:56+00:00","https://vimeo.com/1173729174"
