"vimeo_id","title","duration","created","vimeo_url"
"1173729921","Product Dive ï½ Empower Your Drivers with Webfleet AI Fleet Advisorl","150","2026-03-15T12:08:23+00:00","https://vimeo.com/1173729921"
"1173729898","Product Dive ï½ Drive Smarter with Webfleet OptiDrive 360_final","149","2026-03-15T12:08:16+00:00","https://vimeo.com/1173729898"
"1173729852","Otidrive 360 Driver Ter5minal","317","2026-03-15T12:07:56+00:00","https://vimeo.com/1173729852"
"1173729814","Optidrive 360","417","2026-03-15T12:07:46+00:00","https://vimeo.com/1173729814"
"1173729797","WEBFLEET ï½Connected Car","91","2026-03-15T12:07:38+00:00","https://vimeo.com/1173729797"
"1173729756","logbook","99","2026-03-15T12:07:16+00:00","https://vimeo.com/1173729756"
"1173729717","How to add EVs to your commercial fleet ï½ Fleet Technology","478","2026-03-15T12:06:57+00:00","https://vimeo.com/1173729717"
"1173729703","Highlightï¼ How to add EVs to your commercial fleet","478","2026-03-15T12:06:50+00:00","https://vimeo.com/1173729703"
"1173729661","Heavy Commercial Vehicle (HCVâ§¸HGV) fleet management","179","2026-03-15T12:06:33+00:00","https://vimeo.com/1173729661"
"1173729624","Green & Safe driving","506","2026-03-15T12:06:20+00:00","https://vimeo.com/1173729624"
"1173729596","Fleet Optimisation","315","2026-03-15T12:06:08+00:00","https://vimeo.com/1173729596"
"1173729574","EV Management","424","2026-03-15T12:05:57+00:00","https://vimeo.com/1173729574"
"1173729555","Easy Trip administration with digital mileage Log book","99","2026-03-15T12:05:49+00:00","https://vimeo.com/1173729555"
"1173729543","Driver Terminal Configuration","312","2026-03-15T12:05:42+00:00","https://vimeo.com/1173729543"
"1173729513","Device Configuration","298","2026-03-15T12:05:29+00:00","https://vimeo.com/1173729513"
"1173729498","Day in the life of an electric van driver. Are you a Kevin or a Kay?","121","2026-03-15T12:05:21+00:00","https://vimeo.com/1173729498"
"1173729482","Day in the life of a van driver. Are you a Kevin or Kayï¼_final","161","2026-03-15T12:05:14+00:00","https://vimeo.com/1173729482"
"1173729464","Creating Reports","507","2026-03-15T12:05:04+00:00","https://vimeo.com/1173729464"
"1173729440","Creating Areas","323","2026-03-15T12:04:53+00:00","https://vimeo.com/1173729440"
"1173729413","Could you be working Better Together with your drivers?","72","2026-03-15T12:04:44+00:00","https://vimeo.com/1173729413"
"1173729394","Configuring Work App","648","2026-03-15T12:04:36+00:00","https://vimeo.com/1173729394"
"1173729375","Cold Chain ï¼ How WEBFLEET connect delivers integrated solutions for the cold chain industry_final","44","2026-03-15T12:04:29+00:00","https://vimeo.com/1173729375"
"1173729339","CO2 Emmissions Reporting","447","2026-03-15T12:04:15+00:00","https://vimeo.com/1173729339"
"1173729315","Asset Tracking","469","2026-03-15T12:04:05+00:00","https://vimeo.com/1173729315"
"1173729293","Advanced Reporting","388","2026-03-15T12:03:55+00:00","https://vimeo.com/1173729293"
"1173729259","Adding Users","316","2026-03-15T12:03:39+00:00","https://vimeo.com/1173729259"
"1173729223","25 years of Webfleet!","158","2026-03-15T12:03:25+00:00","https://vimeo.com/1173729223"
"1173729174","Market-leading fleet management system","350","2026-03-15T12:02:56+00:00","https://vimeo.com/1173729174"
